wallet,credit_score
0x7a0709ac4e96baaae63ac6ce9f04e81b897fbe40,99.99
0x983abc1997789a2aa3bafa6dc41495f6f3cd0685,99.99
0x2d841e088087d3a447d198725291d485dfba024d,99.99
0x3cbf81824702be1d6c28f4f9fa18ee5914d7fdf3,99.99
0x1a875b2f5cfa6a8beee6e59172a89d1d08b1ae3f,99.99
0xd76510f11ee52bc1de8de2811972977c09a2ed98,99.99
0xd766db171c42ae76accf77c19b0f7f59f5af3ac0,99.99
0x178b3e32d7e72d515ee2fd12f17fda9f553ce216,99.99
0xa58fab297f20cd2fc16c1fa117681697f52f240a,99.99
0x5ab9d116a53ef41063e3eae26a7ebe736720e9ba,99.99
0xe8dea4996b610fc0a64414dac05d583fa2765a1a,99.99
0xfafcc1c401d271ab4121c20d2d58a91bb1e76943,99.99
0x9200a94eed873415def17a650f288dc953f948ff,99.99
0xd2438c7eb25242852ed553c25ff3bb386e92a2b5,99.99
0x64636af1841f4f19e0fca6a87685c1f92d6985d0,99.99
0x74e2f04def059397d4a3382fd4a85df062d75bf4,99.99
0x6459230a4d3be7f2ea5162fbb383c6feef88574e,99.99
0x79fad9fc5ca80868a56a1824bd85b025f20b03a6,99.99
0x983a7502500142441b5eba0644ed456fe261a5ac,99.99
0xa57ecb7b57fb75c5aed5a602a20e5b4b249bf58f,99.99
0xae93711f0179709be906eb0791957b4245e7ab4f,99.99
0x3592b3dfe7da5921cfb53b168aefa4beaa73f010,99.99
0xae7cea441fd85b02f2768dcb849580089d8a81db,99.99
0xa574c53d63550e535c8b78f0e2a33bbe3c56ef2b,99.99
0xbdb437de29f09aa6535bf59bf5c1070f35340ee6,99.99
0x83660286128aabef95b2755ba2ae3a599a945c01,99.99
0xb48d74431d511eda44651fff8f6251d099a3af83,99.99
0xae88ab7118493aa7c393c45e8fa8b0dfd0acdec7,99.99
0xce1559448e21981911fac70d4ec0c02ca1eff39c,99.99
0x4a0119d41b3757688740dfc1c1a3c13814942ee2,99.99
0x4bfae5a45c19249dc8d67781c513fbb6bce11c3e,99.99
0x57a25cbc79aa97a48f1db8bd949b837c8b6901bb,99.99
0x1798ebc7574ae9ed7e581ed7640262a5eae20deb,99.99
0x50aeee21369e2a4d95eb8784da49645f927adf54,99.99
0xf18a8c841104921cfb895f32593096ecf4759f75,99.99
0x178dd9ce2174681c5e6bc739e9d188c4261b0042,99.99
0x87d709bd7241e82f204b3fc36a77dfbf371230c1,99.99
0x751993ea98f337e770dcbcc3c71a2b5f61b0d3c9,99.99
0xa5983c37fcb34dc4938eacf2951b48b0c4bbcd72,99.99
0xf196bba501bd8b6bfbe230dd6db39a93c72cb4f8,99.99
0x5759bb38e5759e4bbee2563ddebcfaa9d1c44aa9,99.99
0x831a0249a4016ab6381abe60a1de17532298e0b4,99.99
0xc7cac719cf84019329a63116eee562e79cd8b4ef,99.99
0x20fa10af5094c7d34f65537d9c921f71d91e9e32,99.99
0x4551ab011d61367326b4832810ebbc953fcaaa77,99.99
0x74baa21278e661ecea04992d5e8fbe6c29cf6f64,99.99
0x6b08ee4048a8a88a26260b1158a293213baab4db,99.99
0x82fc2dc6e96ac79693bd8e99b4f8c35e78a5d3a3,99.99
0x30e29c60545e6972f754b3654ce303f6c43f54a4,99.99
0xeb9364fb60856d027c30f7a168ce3781d4918764,99.99
0x20ed83f3e2ff6363eceb3d59656c025cc9b8b6dc,99.99
0x641a3550f1b7658e78b806aab0af1dfbd86c5f80,99.99
0xbd4e47e19a915ca0c7e3ae2b11d15b236b010e7e,99.99
0x1767c1fbfdda81bbb907c46f9863e0664eccbd9c,99.99
0x4c11aa6d5c1c27c99f4e6c48b6d4a4bd88607cb5,99.99
0x52ce7ca263ed1bbbb114399c15f8e3eb8385ab53,99.99
0x575ab9da3d06678f739ddb78f2620bc28fd6a52c,99.99
0x749c2aadc45e0eac6b378daa30433de851d27d72,99.99
0x6b415b39a3656d5ca440aa5088cc1d363676b8e0,99.99
0x3a7c5ece6285f15ef09d6da3815dc45ba2a7e359,99.99
0x98982c3569f31dac13ee20e8d973767b6f917d98,99.99
0x41c69fdadd32228c4d9faff0317d2ccdd74ff701,99.99
0xab95c29198f082b86c2eed5b7c18aa5b80802394,99.99
0x49d92c3f0af9792ceb58d0823b75de916f91a5a6,99.99
0x9878ca6c717d6e15b7da43c897fcbf214e30ca4c,99.99
0x644d8000b3918380395691dd47087a9999987a21,99.99
0xa1c9ceed5ff78f700dc4930514621843b5fac272,99.99
0xd788bfbece9af495736999d72330a32ed87c235d,99.99
0x52c72f8333bca27b9e489e729da979047e0dab6d,99.99
0xdec1e530945d1059d0106dc0b0dcdf0e64693d90,99.99
0xb78c077f0ff4f1701e3024cb2f18fdcc42fbd71d,99.99
0x2daddb58f471277fd5f57b29ecddb70c08e97573,99.99
0x830b1e003fc82fadd8938ec6aed47ac18a4a3bc9,99.99
0xfdae0a43d0a26befb74ad531b83f285e40b3abab,99.99
0x6af1689df0e145676c6fb7cfb95b85799e75961e,99.99
0x2565f8e0b33f2d3bb1c0e2dd5fbb972df48654c8,99.99
0x5add61a50c37453b2d10d4582457e996a55bedc2,99.99
0x2569c3aea08b3e535144ea8eed135b0215d41b77,99.99
0xa1c0534ee785a30455fcd45bbdee3a6b6227632d,99.99
0x827ea2c64d3f5093f632ab6daa94ee8d7eee0686,99.99
0x25fea94454fd3a7a18d95811f5e4eb573c1ccc42,99.99
0x02e37916658feb36f1b987d5fb43dff35d860a5e,99.99
0x81796c080b3fad63babcee4c55eb6dd21e1a37e5,99.99
0x62880bec718a8520675cbc5daa507755ec6bd7ba,99.99
0xe58585b22cc2ac4270a2b92c2d2d8c5db5a3330e,99.99
0x4614d44189dce23df19c5e7859a139a86293f42d,99.99
0x16866588d2f55d688f471b7c2f7e35eb5db36248,99.99
0x1fb8d5913088c25cd4a2c508409b08cf10eaf1e4,99.99
0x092e57f83354cb224c48a6660f81785c9a4e067a,99.99
0x73b5f2d10d68117200c90b548c79299614d0397f,99.99
0x1b70ea55191f91e221bdf46b0a53b1149066a071,99.99
0x8183866223445441b6fb9206b9f0b583410977e6,99.99
0xf788d9c49f26696d04754395e730d5a23c844836,99.99
0xfe864dfdae2992e9229ea4b3ef63df6118f6976f,99.99
0xaae697f9bfea16b2010cdcd06e1fb7d46d6b8986,99.99
0xfa396090b4dfd2bd86bbf6de63635d6e390b5de1,99.99
0xafa21daa53e8e3d3c42eba74328ae84633e2a924,99.99
0xe58b53263f58a486ce381884e024a62572f4fd4c,99.99
0x5c1584a98a8b974c3b75911da0e3111fe7a139db,99.99
0xd4c2dad8b594fe3e77b6dbf8a2de65993c1adcf2,99.99
0x6ce6afadd15996a6c3f3469105cb17e70b2d14f4,99.99
0xa6adde5c95641ea0a58ad7ba1348196c58792605,99.99
0xf21a975dc96ae7e3aa88a71a9a6b418347090df0,99.99
0x4cbe89f4d41c63aaf9cb815284ed51f82a41e77b,99.99
0xbc904354748f3eaea50f0ea36c959313ff55cc39,99.99
0x02672f619726de4f106df53b48632d03a4fe1b1a,99.99
0xce7719a555cedc7b9edb2add937d8b0f63f46d42,99.99
0x5029259f5f4125d6517c2082b8b942657af3b509,99.99
0xf76e294b6eaaacace4cfea1a63184cb97fa25264,99.99
0x6cbf263159e4b18a71ce8d071eb94ab6571bf8f4,99.99
0xf770ff5f416e8f0807a9adc1204ca1f914f2893d,99.99
0xf46d637fac8f1a0bacf970a3755b2f9022009ee9,99.99
0xa08917d1c5a80b2613b492100363634473c4877c,99.99
0x090e1fdc0cb866317751f0621884a203a8d797aa,99.99
0x907404df3bbc5af0229107394cac4469de366f3f,99.99
0x3787ea1eae270b3e873e564a9bcfd6dbd83b5c3c,99.99
0x9a75bccb9046827a9ee9c5038b9af16e3044b629,99.99
0x1fc931e464b63cd55e69c1fd4461317fe35ff771,99.99
0x3504f72ffcd429d76e5ad5009e5ce10151a3f8e1,99.99
0x091835ead9d069d1db83b267ee8c17669eb9ee75,99.99
0x39e800478a5fa06b47ede0dc01aa2cb3b039a04c,99.99
0xa6d3a319e16f7bacd7d728531ad4d1b509cda69f,99.99
0x9a4a20fc422f849caa37fd32a873223e23077317,99.99
0xb8210e030995e202acdc70066bc9e3099a862840,99.99
0x1668d90d79b720fc6e35a5947d374aeeab1d2297,99.99
0x568238900d9e830fed95610f0c94a029cf18f559,99.99
0xa059fc472c7fac3a939664a215d6948d5c85f502,99.99
0x7bd82570bc838dee6915b70059f554152c98a8b5,99.99
0x8135f9fbbf848aed4b69cc352cddff3cfbee83c4,99.99
0xb83d6c3f34f32cf9803404ab8ec8f6063cf9bb09,99.99
0x0d937d82ac1179122c73eaec8001ef480993e63e,99.99
0x62159ddfcd6205e29d3bf48c2e70e341bbbe6ff4,99.99
0x8989759b3e23511214ac89be112f4eb52cb6db3c,99.99
0x09730b8932333eb7c92f783db0d7c920afecf886,99.99
0x26e068650ae54b6c1b149e1b926634b07e137b9f,99.99
0x4d0abbde0cb30d828a90cfff33d40b966473825f,99.99
0x6d4090db32d7dd417668489964c05ed6811671f0,99.99
0x898ae2fa55497587becb740a7f4e18220ddbf9a9,99.99
0xaabb2e7ce70786cba0f35d2eaee51399146ca3eb,99.99
0x8fc4ce97c58765708492990de43f6aabe38fa918,99.99
0x89a3aaa9b626c9b9e7e6adc11239038d78f18a82,99.99
0x7390b378c7e2238289706b9ba463a29561e5d148,99.99
0xc34e0727428303010eef33dfe026e0d175f430a3,99.99
0x1b7c465d32320d5e3bc19a9f9defd615084b6750,99.99
0x7bacf22f747f2f4b983081c0aa76dddfecd008ab,99.99
0xd4bfce280d4c993114d82f32fe0b9dd9d900d460,99.99
0xb823dc506011eedab6f8feecc88806dbfc55ea93,99.99
0x40d20149259d690bef45a6830a779dbff6439df5,99.99
0xdc444be603d428c8d001d4252634130cc327f233,99.99
0xe59104682a0015342fe51299cb83ec04172ac604,99.99
0x4febeca24cd0b457c80fed6179c51df4eb5ea120,99.99
0x39dab51b477cdadee45191abf283ec8b3e4108a3,99.99
0xb82528aa0cd92658bf4862bb83a0407802944861,99.99
0xf78f345b5f5c1d647ffdef1e3a525cc00b9e0fc6,99.99
0x307fac37307a8f0423e8fa34cee7d1557c5c078a,99.99
0x81568814c24bc51286cdb5e01f87bba651ef6df3,99.99
0xb82674cfa16bb28d9b70bec830ff24baec6b1337,99.99
0x53532bca7c9a66cffbdff2231f9974d8f056e314,99.99
0x12e1c30563f8b0c1dbcebea65076a5e31bcbfd13,99.99
0xca54c3123c855bceceb0db69b034e45530020f26,99.99
0x2a8eef99d6af8dc87b77b15545e439d41e6c9feb,99.99
0xef25ee29ff36862117d8ec02a4dbb69ebdb77897,99.99
0x73e3857c8e425da3b91f9e87cb6bc70a49afe68a,99.99
0xf4c88ad0100975aa722bd6bd75fb7f971473cfee,99.99
0x99d130ab8307a6e0a5e75d13623da08292cbcaf4,99.99
0xab58779cec2b82a75ffd103fdc88d7e3adb13468,99.99
0x742324d541efe8f2be5297441093fb3f828f2c6e,99.99
0x4c54253711cd8fecb245c864cb0bc40189d3ce78,99.99
0x7421ee752e6da4f74ce5fa7f2887a4c995f13613,99.99
0xb7e56c4f44d42487b73169d6ef727489dda00549,99.99
0xd4f7cf52ade2144b4253d764047b7fd3adfbc730,99.99
0x4c5cdc66ce177d65a01b3df08d1a06fd212d47af,99.99
0x88ad1ea01e9635ecadcff10a19c05d1b1cbe90b9,99.99
0x99b3953ca863afaff5a8b4b1a2551c4b2be4daeb,99.99
0xd27be61d6b0161723229c3c1789de8003e7ba3b8,99.99
0x02bb2f2042da1b55e967a27132a102565900e835,99.99
0x50612672e56b6bf3b5323c014bdeb8b5ec543ac3,99.99
0xbceee9217df85113c2b08335ada30559003981bc,99.99
0xab3b78d0d999930863d092ac1dbed66fe9fdec37,99.99
0xca05e87ac41281b6f9579d3214b4f698f83561f6,99.99
0x4c69939dd51fb2a265a1619677a3522fb782a8e5,99.99
0x6352a2f05ddcf365aaeb062640cadb2a8a098972,99.99
0x6bc663026fbf3f16e4da876b026e5bd7f6766ede,99.99
0xd27078955887e164fd818869a2953d5eb8aee2db,99.99
0xbd027059fd97ac1adef77052a680a6319b105a50,99.99
0x260aec57e4069f7e493b36f72a5971efd18cca47,99.99
0x9984e864420b993300e73aa5fb8d385a06aa5297,99.99
0xc9f258df3b771a745d812a4a70e08054304ac7e4,99.99
0xda4cac0221b18fc8a091f11e39d85f65796a7d22,99.99
0x52fc6455f258760705e70f70160b06619bfe0adb,99.99
0x638899a69dcfdcd3bf329c0523f676ad8015ddc1,99.99
0x913cc2ded874f4381cfe7e3467fe2271f5611463,99.99
0x260a606fd164f853943c9a7cbf0118212a438f6d,99.99
0xc2719894e166fba3f1252604fa84e02457aef8ad,99.99
0x45b8d307c1cafc22cd07e1799187446d3c701305,99.99
0x329e500be9827db4257776144c22fb3e1a869a99,99.99
0xd26bafe6649054525e6e882d14602743467123f6,99.99
0xb3e7d9f1a3cdfc3f754793d55044bd2ca65922e4,99.99
0x6bc1f0288776139ecf9bee12b5a14a76e8d5c6c3,99.99
0x2070bde9bca50ee944c49dc236cd0970d0ae1a67,99.99
0xab5aa4c04bbd6a23ad37426033330d9982342812,99.99
0xaf30dc15c36782a796a91f48305de7b63ac42d17,99.99
0xd0e44af301a899f299b7abf6bf3824f1f222f6c8,99.99
0x88cd3f109e40b8bef0dac2f1b30009794bf38414,99.99
0x1fe4ba44f11ac3559475d5583419081575c7515a,99.99
0x90ff9402eebdd272fa1e0546cce335be56be18c7,99.99
0x1283f17edc401c0f12a4754208163e2e9be431fa,99.99
0x62ffc5a7b7549d27f36788d96bc3ec6a496f92df,99.99
0x2ad89a9c92776ee9c33ff17493864bd08fe7e21e,99.99
0x16cac6e628e415f2ef2a8a6dc48dce96300bc2f1,99.99
0xf1f0c294d247e8691d1118a86ccc669da3c75ca8,99.99
0xfa67866f75c7f8e55ec72240dec1483ced4d826f,99.99
0xc2d86b183c86ab2884ccae8cf829d5b04a1632b9,99.99
0x1b3e1786c3f8524ca0f3175b0b37bcc1bee5a6d5,99.99
0xaf7a42db9ee66f15d6ad74cde506e65604570bf4,99.99
0xfe62ad2613ed201459348b3e8cf9cc430be02c23,99.99
0xbc9899ef5ad0888fe82e93e44407a12c71047127,99.99
0xf1fae11e58b9040880a5375bebab79ea20b6b6b5,99.99
0xa0aab9d130ed36f0412641345940fc623712cff2,99.99
0x0dd373558903a0a920f00e4508a2e2457187675a,99.99
0x1b48184dc077f1c9bf1d152984d251e73e8d551d,99.99
0x2e373453a99e25d52b37e56c3ec422d7b9d80a38,99.99
0x6c8e4d6f376336871821dbe369bfe444fdd1fc99,99.99
0xa66efd90532735fa4a0de26a28cf96cda2082425,99.99
0x1b3c1c9344f51a2a2432a566bb7f8bcb3632416b,99.99
0x90c47b85737393646b328489fae0b91354dc7735,99.99
0xca125321e0a8a60d882f1b38fb7077aaa8eaf53b,99.99
0xa64d774c4ae468e2c068c98ff1205889fbb9de54,99.99
0x7ae5df3a6d6536b31c82f438fd7eb9f39c475d13,99.99
0xd4f0e09da9373a4cbd5425d850fd286add0279b9,99.99
0xd7ea43ef1adcb6a3277370c5582f14222a7aa216,99.99
0x26391af5eda55e1783cfd85b00b841438d103886,99.99
0x5051beb48c656f965a3554f9d463719735392446,99.99
0xa65776c5d0fb334458b0d160caa0ae98c8794812,99.99
0x0deeb1d7e133ae14e39f41d734c739dc02ee6b7a,99.99
0x4963fd7e69d824cddfb60e3fe35789f08fffd230,99.99
0xb7fc9b6514432b2a0b3ac683191a052843ed0be6,99.99
0x201231ca5f952d5345a0fe2e5c62566f6ca55964,99.99
0x6336621db71b1d12c8ac3341546ded7be7dacc0b,99.99
0xaf5b431e9f80599cd6220c3ffe9ab5977136900b,99.99
0x200f94b8b6345a8e06d08726fbf203e0d44aea1d,99.99
0x9a055dccade190792236bd2af9318f0313aa6b4c,99.99
0xa0ba58b35427cfa77f2026e93397278313fbd0ef,99.99
0x2512450d9a37897ece6d99b9ef05e0fb5efb2be9,99.99
0x836e7fa3718e1cf7897679728fc9d101d118721a,99.99
0xb85b27368b1ee6a59f8974c7e1f031bc615ca250,99.99
0x4b55e2667ba86b854ae27e5e11977df3546d1102,99.99
0x9469c98be5afd94cd601e094bc401ddd37f480a3,99.99
0x59946c3c0ec8186bffdc9cf7d98d66da4e3ebf8a,99.99
0xb56d243235000fcb407dd8f5488d4fc0355aa350,99.99
0x06461e9e752eb27ac92cb17a52d6b8357a437268,99.99
0x10959f83939004f097072c2de3500622a4809461,99.99
0x197d983c40bb002c9480d6865860561a48ac1376,99.99
0xdb478114eb8301a7ace35513c3312c1eeb8d99d0,99.99
0xea7a5dc4d5af11f159b9a2195b3ab26a7d4862de,99.99
0x3685b0b3123802cc407aa87f1a918c997103894c,99.99
0x9629d0e1f717682cc8428e1646a7fb408f20599a,99.99
0xe9d7492568e3de4bc5c6842d0a0707625111df01,99.99
0x188d9710be071076e6a189aea72fa9c26bca4dc2,99.99
0xf03266a702fc6130238f3f7470a8e0c0990f91cf,99.99
0x43fe8f74abe58c164c189f18f93cb16d08ff3a24,99.99
0x2c15192f19e08104e870c3ba7480b14fb3066171,99.99
0x8614117946175757341b497b688c0c0662838e8e,99.99
0x58a514b0f9921036c9d06982b160a80db1c5cd7f,99.99
0x31df078f87166a8639a9bc5c7500f34b85e8e61e,99.99
0xf0e2c7e7266fb19f8a4118670ce50e95c4c87790,99.99
0x980cc0c096a508997b222b99a0ca66dc6bee58c2,99.99
0x22ad46958b5e161d5a8912aa10dc0591e47d8893,99.99
0x5169a46cf0b99c0c1e8d078d3b9f9b6ed9a215ea,99.99
0x771d508587a504522a503c1cee6ac9bb75a56ac9,99.99
0xa35aa0870ff12d4672f2601c80276fe98a9bfc01,99.99
0x66d4bacfe61df23be813089a7a6d1a749a5c936a,99.99
0x432a1ab1eb69751d24c251d2e12b2b867c6f84d3,99.99
0x3621d4215b31635ee4cbd028d47aa15af9561995,99.99
0xdaf207cb268545c38c4b6be812759eaf12d5827f,99.99
0x95f5c98e1c2400ee2b7b6ef8cafbd2c4edb9f969,99.99
0x22c06b4f3b637b60792cb0f3832426e7d60be23c,99.99
0x66d4aa4d07210444b05164965ac6275b37af1589,99.99
0xd63828877db71f9e51f436b01df8833c03448a40,99.99
0x0625398a098f9624535626b7b75ae8f646741aba,99.99
0x84ecb387395a1be65e133c75ff9e5fcc6f756db3,99.99
0x770a59f310bb84adf5b3678dc12664b40969bacb,99.99
0xde2bd29a2f4c73f82021f3fbca56c33eb538434d,99.99
0x58b5f0f2ea803ec0e1d6cae119bf2905afa8b1b9,99.99
0x063504b50942df3a06ba3793fba35e5f0c41c8c7,99.99
0x23d6f869c4a64f1e8be35c777fdc523cfabee9ef,99.99
0x2cca498d1c1148bff717490d0c7c4a761d651dac,99.99
0x188bce51b48978d5de1a4f0ddd9fb2fbee27fd87,99.99
0xacdb2b1ea61fbbf4194416198f4e1763247801d0,99.99
0x9427af92486af4fc18913668d3be82ca0fc45c5e,99.99
0xf5a2eabc80df1f12cf80a46c38bd2e5b436bae3d,99.99
0x59b96e98b97f3d1a7e59df53cb0f05e650c4fffa,99.99
0x66666600e43c6d9e1a249d29d58639dedfcd9ade,99.99
0xdadcdf6c68f39515b12c3b2071b021228be6ed17,99.99
0xa4626bcf7f5bbfd6170016b9b687b410bf731769,99.99
0xea9f3c44f4fc7d6fa2385bcf432483b4947619f0,99.99
0xbebf749f8fbfbeaa585cdc535e6ed7924bfef6dd,99.99
0x240159de616c1e00bee5ae1487d965e3b9aeb9e3,99.99
0xbeb7cafa1daa55ec415d4568bc077fab30706ce7,99.99
0xd5f1eaa0be5f7b15b062b82a54eadaaa5a16e90f,99.99
0xfbbb837b7acf49b38b51c8f73dd350a6eb847a13,99.99
0x8492abe1c9918d5df6c4fe39afa9803e52e4698b,99.99
0x1870a0b0663e6d0bd32797a4ffa589241a68594e,99.99
0x4438fce0307f4b0ab7528747e423f924deae787b,99.99
0x7691ed61787be9ddde8a6f7ce90b61bc0813a633,99.99
0x04b129ff68eb96a088f4d243676bc425f0b4bffa,99.99
0x2cdbad7b5704f8f0034a216d1b3b7522982e8bf7,99.99
0x8630feb2bb10bbc2d0a760b9773bc932804953f4,99.99
0xf01b6a55ecc333dcc37ccdae7a9f8b48af3a2a66,99.99
0x04e1644efa9cfae4e31723cbac8cdcb27e723566,99.99
0x963eb0638a2fe075269b4e83f886e89d855ea4a8,99.99
0x188afa5c698a40408206be301090a7eec3600661,99.99
0x688d0b153c7b74cdd20b54737a9aee6b4d86f160,99.99
0x58a3505ee61f90bd5fbcf2abd889afad46b69d3a,99.99
0x861d3792434cb9463a60e41ac01ef4c96caf4390,99.99
0x8626cc43cbc573b4b865afba6456fe0e43a97470,99.99
0xc8721800c445200425ca06f1d6c52fa9e6f304b2,99.99
0x10b220581837e022db0a9d7da88c16ee9c65ae39,99.99
0x68bf97cfc8471486404d78f3deae1951ab4c4b9a,99.99
0x964de402afb132171371430e1a782a5e869b3a98,99.99
0x2ccde611a35aa395c8aeb2babb4e25c835ca1760,99.99
0xbed769e4fcc98cc1c9b168beb7aaa95a62eabbd6,99.99
0x3c1bc615529d285d53284052ec58112db0f82ba4,99.99
0x2c0aa52cb877dfb26d6c83c72d6f458d6b8f4cb7,99.99
0x862e840c2f7edd2c709d8de0df71c03210ed5267,99.99
0x22861a7363d30d4986475f4fcd1fac4212a9a180,99.99
0xf63817b871118494880aceb8e19649ec878cda6b,99.99
0x43cb651338a45c8010b2cedf417dd4d02d4d8189,99.99
0xc887959e93ee09d2ed9302d481da66d2d09baa4e,99.99
0xe113e572d42c2db80667e0932a595e3ff7f91fd3,99.99
0xfc5aa02cd9f1eda68f16261ea67af251a19ccc90,99.99
0x8580083a65d9682c0527ad53dadc4acb2212e888,99.99
0x23624a34ee5f3d88395766615343a3b0743e191d,99.99
0xad3fcc3881735fd92a5b388d3883397143823a61,99.99
0xe10746aeac9cc260afe434951bbbc48816ad1b71,99.99
0x85914abedecb147a6e74e061717ac2b8313ee2e3,99.99
0x9500b4d8f8036ad69b2c19a414cf52e79c8eb174,99.99
0x4b013ace7505ebdc80f3df6181db043793279404,99.99
0x77823209d7086a13600bb55fd4fc216dfe305157,99.99
